artist;song;duration_ms;year;tempo;genre;energy;key;loudness
Baby Bash;Baby, I'm Back;219920;2005;100.01;hip hop, pop, R&B, latin;0.365;9;-5.461
Katie Melua;The Closest Thing to Crazy;252466;2003;127.831;pop, easy listening, jazz;0.219;4;-13.2
Jessica Simpson;With You;191826;2003;94.487;pop, R&B;0.756;0;-4.583
Enrique Iglesias;Do You Know? (The Ping Pong Song);219533;2007;114.999;pop, latin;0.759;8;-4.829
Plan B;She Said;208853;2010;147.007;Dance/Electronic;0.538;3;-5.85
Machine Gun Kelly;Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha);202804;2017;82.034;hip hop, pop;0.718;3;-5.232
Alessia Cara;Here;199453;2016;120.493;pop, R&B;0.822;0;-3.974
Beyoncé;Single Ladies (Put a Ring on It);193213;2008;193.437;pop, R&B;0.584;1;-5.293
Ella Mai;Trip;213993;2018;79.882;hip hop, pop, R&B;0.61;11;-5.628
Bubba Sparxxx;Ms. New Booty;252653;2005;129.37;hip hop, pop, country;0.62;1;-5.931
Drake;Hold On, We're Going Home;227880;2013;99.993;hip hop, pop, R&B;0.414;6;-7.436
David Guetta;Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack);192560;2014;85.979;hip hop, pop, Dance/Electronic;0.73;9;-4.091
Charli Baltimore;Down 4 U;318213;2002;83.133;pop;0.59;7;-7.442
The Weeknd;"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack";252226;2014;119.844;pop, R&B;0.381;2;-5.922
Michelle Branch;All You Wanted;217680;2001;96.103;pop, Folk/Acoustic;0.72;8;-9.101
Pitbull;Feel This Moment (feat. Christina Aguilera);229506;2012;135.956;hip hop, pop, latin;0.758;7;-3.632
Alex Clare;Too Close;256613;2011;126.027;rock;0.694;11;-4.278
Panjabi MC;Mundian to Bach Ke;244666;2003;98.077;World/Traditional, hip hop;0.879;8;-4.951
Thirty Seconds To Mars;The Kill;231533;2005;182.99;rock;0.912;4;-3.881
Beyoncé;If I Were a Boy;249146;2008;90.007;pop, R&B;0.518;6;-6.126
Anastacia;Left Outside Alone;257426;2004;102.847;pop;0.746;2;-3.567
Flo Rida;I Cry;223800;2012;126.035;hip hop, pop;0.822;4;-5.441
Ginuwine;Differences;265533;2001;62.876;hip hop, pop, R&B;0.594;3;-4.578
Nelly Furtado;Promiscuous;242293;2006;114.328;hip hop, pop, latin;0.97;10;-6.098
Years & Years;King;215360;2015;119.977;pop, Dance/Electronic;0.848;4;-4.125
FINNEAS;Let's Fall in Love for the Night;190348;2018;127.921;rock, pop, Dance/Electronic;0.408;5;-7.941
Rich Homie Quan;Flex (Ooh, Ooh, Ooh);176674;2015;163.993;hip hop, pop;0.615;6;-7.534
Lana Del Rey;High By The Beach;257573;2015;131.988;pop;0.486;11;-11.067
Paramore;Still into You;216013;2013;136.01;pop, rock;0.923;5;-3.763
Macklemore & Ryan Lewis;Can't Hold Us (feat. Ray Dalton);258342;2012;146.078;hip hop, pop;0.922;2;-4.457
Black Eyed Peas;Shut Up;296186;2003;112.968;hip hop, pop;0.714;2;-3.966
Travis Scott;BUTTERFLY EFFECT;190677;2017;140.987;hip hop, Dance/Electronic;0.598;11;-6.865
Lil Wayne;Love Me;255053;2013;124.906;hip hop, pop;0.634;11;-6.476
Baby Bash;Suga Suga;239026;2003;82.331;hip hop, pop, R&B, latin;0.748;5;-3.041
Sophie Ellis-Bextor;Murder On The Dancefloor;230013;2002;117.31;pop, Dance/Electronic;0.848;1;-5.285
Milky Chance;Stolen Dance;313684;2014;114.016;set();0.581;11;-8.813
Fifth Harmony;Work from Home (feat. Ty Dolla $ign);214480;2016;105.017;pop;0.585;8;-5.861
Calvin Harris;Drinking from the Bottle (feat. Tinie Tempah);240346;2012;128.062;hip hop, pop, Dance/Electronic;0.886;9;-4.175
Big Tymers;Still Fly;335613;2002;177.928;hip hop, pop;0.607;11;-3.538
Cobra Starship;Good Girls Go Bad (feat. Leighton Meester);196413;2009;119.964;pop, Dance/Electronic;0.874;0;-3.716
Charlie Puth;The Way I Am;186080;2018;114.966;pop;0.769;10;-5.658
Fuel;Hemorrhage (In My Hands);236866;2000;152.034;rock, pop, metal;0.831;1;-3.894
SAYGRACE;You Don't Own Me (feat. G-Eazy);201493;2016;186.249;pop, R&B;0.635;7;-5.653
Eve;Let Me Blow Ya Mind;230133;2001;90.032;hip hop, pop, R&B;0.557;8;-4.243
Drake;Nice For What;210746;2018;93.372;hip hop, pop, R&B;0.909;8;-6.474
50 Cent;Just A Lil Bit;237706;2005;96.946;hip hop, pop;0.692;1;-6.672
D4L;Laffy Taffy;224253;2005;77.499;hip hop, pop;0.439;7;-7.994
Usher;Love in This Club (feat. Young Jeezy);259720;2008;140.012;hip hop, pop, R&B;0.712;0;-5.976
Britney Spears;Circus;192360;2008;114.98;pop;0.733;6;-5.215
Ashanti;Only U - No Intro;186306;2004;94.547;hip hop, pop, R&B;0.621;6;-5.576
Camila Cabello;Never Be the Same;226973;2018;129.923;pop;0.713;0;-4.333
Natalie Imbruglia;Shiver;222653;2005;94.163;pop, Folk/Acoustic;0.798;1;-4.49
MIKA;Grace Kelly;187733;2006;122.229;pop;0.828;0;-5.799
One Direction;Story of My Life;245493;2013;121.07;pop;0.663;3;-5.802
Pia Mia;Do It Again;207746;2015;95.95;pop, R&B;0.564;8;-6.527
DJ Fresh;Gold Dust - Radio Edit;192446;2010;176.985;pop, Dance/Electronic;0.948;0;-0.74
KT Tunstall;Black Horse And The Cherry Tree;172373;2005;104.833;World/Traditional, pop, Folk/Acoustic;0.786;4;-7.788
Jonas Brothers;Burnin' Up;175093;2008;114.03;pop;0.954;2;-3.462
DB Boulevard;Point Of View - Radio Edit;231166;2018;129.006;Dance/Electronic;0.715;6;-6.854
Fatman Scoop;Be Faithful;164506;2009;101.129;hip hop;0.713;7;-6.488
Daniel Bedingfield;If You're Not The One;257026;2002;119.998;pop;0.538;10;-7.608
Drake;Find Your Love;208946;2010;96.033;hip hop, pop, R&B;0.613;6;-6.005
Jason Derulo;The Other Side;226986;2013;127.923;hip hop, pop;0.836;9;-3.939
Chris Brown;Ayo;225226;2015;98.031;hip hop, pop, R&B;0.563;6;-5.095
Ava Max;Sweet but Psycho;187436;2018;133.002;pop;0.704;1;-4.724
Ed Sheeran;Sing;235382;2014;119.988;pop;0.67;8;-4.451
OneRepublic;Rich Love (with Seeb);201256;2017;104.592;pop;0.872;1;-3.641
Maroon 5;Cold (feat. Future);234308;2017;99.905;pop;0.716;9;-6.288
Daddy Yankee;Con Calma;193226;2019;93.989;latin;0.86;8;-2.652
Jeezy;Soul Survivor;280013;2005;84.03;hip hop, pop;0.493;10;-7.728
Akon;Smack That;212360;2006;118.988;pop;0.743;5;-5.166
Rita Ora;Anywhere;215064;2017;106.93;hip hop, pop, Dance/Electronic;0.797;11;-3.953
Lil Uzi Vert;XO Tour Llif3;182706;2017;155.096;hip hop;0.75;11;-6.366
Rudimental;Feel the Love (feat. John Newman);245186;2013;179.911;pop, Dance/Electronic;0.706;1;-6.849
Robbie Williams;Candy;201053;2012;116.043;pop, rock;0.791;10;-6.63
Taylor Swift;Style;231000;2014;94.933;pop;0.791;7;-5.595
Shakira;She Wolf;188866;2009;121.983;pop, latin;0.69;7;-7.448
Pixie Lott;Mama Do (Uh Oh, Uh Oh);196520;2009;119.918;pop, Dance/Electronic;0.873;3;-4.711
Boys Like Girls;The Great Escape;206520;2007;149.934;pop;0.94;1;-4.012
Limp Bizkit;Take A Look Around;321040;2000;101.968;metal;0.852;11;-5.607
Marshmello;FRIENDS;202620;2018;95.079;pop, Dance/Electronic;0.88;9;-2.384
Frank Ocean;Lost;234093;2012;123.061;hip hop, pop, R&B;0.603;8;-4.892
Maroon 5;Don't Wanna Know (feat. Kendrick Lamar);214265;2018;100.047;pop;0.61;7;-6.124
Kelly Clarkson;Stronger (What Doesn't Kill You);221946;2011;116.044;pop, R&B;0.939;0;-4.282
Outkast;The Whole World (feat. Killer Mike);295346;2001;184.682;hip hop, pop;0.852;2;-6.176
will.i.am;This Is Love;279026;2013;128.954;hip hop, pop;0.796;0;-3.446
Blue;One Love;207186;2002;95.012;pop;0.722;8;-4.039
Kesha;Blah Blah Blah (feat. 3OH!3);172053;2010;120.003;pop, Dance/Electronic;0.836;10;-3.173
Hugh Jackman;The Greatest Show;302146;2017;157.92;easy listening;0.824;11;-7.36
Maroon 5;Misery;216200;2010;102.978;pop;0.81;4;-4.874
Kevin Rudolf;Let It Rock;231173;2008;113.172;hip hop, pop;0.783;7;-4.41
Snoop Dogg;Drop It Like It's Hot;266066;2004;92.063;hip hop, pop;0.628;1;-3.832
Chris Brown;New Flame (feat. Usher & Rick Ross);244226;2014;141.967;hip hop, pop, R&B;0.629;1;-4.292
Liam Payne;For You (Fifty Shades Freed) (& Rita Ora);245453;2018;113.0;pop;0.787;2;-4.618
DJ Snake;You Know You Like It;247266;2014;196.093;hip hop, pop, Dance/Electronic;0.725;5;-5.346
Beyoncé;Naughty Girl;208600;2003;99.973;pop, R&B;0.466;6;-8.65
The Strumbellas;Spirits;203653;2016;80.529;rock, Folk/Acoustic, pop;0.658;0;-6.075
Black Eyed Peas;Where Is The Love?;272533;2003;94.059;hip hop, pop;0.687;5;-3.18
Justin Timberlake;My Love (feat. T.I.);276160;2006;119.952;pop;0.68;11;-5.881
Jason Derulo;Whatcha Say;221253;2010;144.036;hip hop, pop;0.711;11;-5.507
The Weeknd;Call Out My Name;228373;2018;134.17;pop, R&B;0.593;1;-4.954
Route 94;My Love (feat. Jess Glynne);259934;2014;119.976;pop, Dance/Electronic;0.622;8;-7.573
Coldplay;In My Place;226680;2002;144.636;rock, pop;0.588;9;-5.455
Travis Scott;SICKO MODE;312820;2018;155.008;hip hop, Dance/Electronic;0.73;8;-3.714
The Neighbourhood;Daddy Issues;260173;2015;85.012;rock, pop;0.521;10;-9.461
Selena Gomez;Come & Get It;231986;2013;79.979;pop;0.787;7;-4.1
Maroon 5;This Love;206200;2002;95.051;pop;0.862;5;-4.612
Mary J. Blige;Rainy Dayz;276373;2001;68.942;pop, R&B;0.667;6;-6.997
Darude;Sandstorm;225493;2001;136.065;pop, Dance/Electronic;0.965;11;-7.984
iann dior;gone girl;136568;2019;94.956;hip hop, pop;0.714;11;-5.637
Fragma;Everytime You Need Me - Radio Version;213346;2001;137.029;pop, Dance/Electronic;0.917;11;-5.459
Beyoncé;Baby Boy (feat. Sean Paul);244826;2003;91.025;pop, R&B;0.488;1;-9.17
LMFAO;Party Rock Anthem;262146;2011;130.014;hip hop, pop, Dance/Electronic;0.736;5;-4.168
Imagine Dragons;Natural;189466;2018;100.0;rock;0.611;2;-6.112
Westlife;Mandy;199320;2003;105.678;pop;0.636;5;-5.08
Usher;Yeah! (feat. Lil Jon & Ludacris);250373;2004;105.018;hip hop, pop, R&B;0.791;2;-4.699
Lloyd Banks;On Fire;187280;2004;94.857;hip hop, pop;0.825;8;-4.289
Pharrell Williams;"Happy - From ""Despicable Me 2""";232720;2014;160.019;hip hop, pop;0.822;5;-4.662
Justin Bieber;One Time;215866;2009;145.999;pop;0.853;1;-2.528
Vengaboys;Shalala Lala;214819;2000;124.017;pop;0.901;2;-5.802
Juanes;La Camisa Negra;216706;2004;97.007;pop, latin;0.731;6;-4.419
Kodak Black;ZEZE (feat. Travis Scott & Offset);228759;2018;98.043;hip hop;0.603;8;-5.788
Sean Kingston;Fire Burning;239986;2009;122.973;hip hop, pop, R&B;0.804;1;-2.513
OneRepublic;Love Runs Out;224226;2014;120.022;pop;0.935;7;-3.752
Taylor Swift;You Belong With Me;231146;2008;129.964;pop;0.771;6;-4.424
Janet Jackson;All For You;329933;2001;113.525;pop, R&B;0.934;2;-3.011
Christina Milian;When You Look At Me - Radio Edit;222546;2001;108.955;hip hop, pop, R&B;0.839;3;-3.399
Kelis;Millionaire;224933;2003;176.051;pop, R&B, Dance/Electronic;0.847;11;-6.636
Lemaitre;Closer;270589;2017;91.977;pop;0.785;2;-3.991
Stereophonics;Dakota;297426;2005;146.994;rock, pop;0.93;4;-3.499
Anastacia;I'm Outta Love - Radio Edit;245400;1999;119.41;pop;0.716;10;-5.8
Christina Milian;AM To PM;231213;2001;105.005;hip hop, pop, R&B;0.868;10;-3.036
The Prodigy;Omen;216026;2009;140.002;rock, pop, Dance/Electronic;0.953;7;-5.172
Mis-Teeq;Scandalous - U.S. Radio Edit;238840;2004;99.971;pop, Dance/Electronic;0.668;0;-3.935
Electric Six;Danger! High Voltage - Soulchild Radio Mix;214600;2003;123.005;rock;0.698;11;-4.722
Elvis Presley;A Little Less Conversation - JXL Radio Edit Remix;211506;2002;114.999;rock, easy listening;0.97;4;-5.972
Usher;My Boo;223440;2004;86.412;hip hop, pop, R&B;0.507;5;-8.238
Natti Natasha;Criminal;232549;2017;79.997;pop, latin;0.813;2;-3.023
Ella Henderson;Ghost;213213;2014;104.975;pop, Dance/Electronic;0.84;9;-3.823
Avicii;Silhouettes - Original Radio Edit;211880;2012;128.074;pop, Dance/Electronic;0.8;5;-6.235
Usher;DJ Got Us Fallin' In Love (feat. Pitbull);220800;2010;119.963;hip hop, pop, R&B;0.861;7;-3.398
Sean Paul;Get Busy;211666;2002;100.202;hip hop, pop;0.824;10;-4.143
Daniel Bedingfield;If You're Not The One;257026;2002;119.998;pop;0.538;10;-7.608
Green Day;American Idiot;176346;2004;186.113;rock;0.988;1;-2.042
Drake;God's Plan;198973;2018;77.169;hip hop, pop, R&B;0.449;7;-9.211
The Offspring;You're Gonna Go Far, Kid;177826;2008;126.115;rock, pop, metal;0.917;0;-3.159
Post Malone;Better Now;231266;2018;145.038;hip hop;0.578;10;-5.804
Kanye West;Diamonds From Sierra Leone - Remix;233400;2005;97.043;hip hop;0.814;7;-3.768
G-Eazy;Him & I;268866;2017;87.908;hip hop, pop;0.731;2;-6.343
Lil Jon & The East Side Boyz;Get Low;324600;2002;101.043;hip hop, pop;0.604;1;-8.019
BØRNS;Electric Love;218173;2015;120.063;rock, pop;0.858;6;-6.536
Bow Wow;Bounce With Me (feat. Xscape) - Edited Album Version;175893;2000;72.016;hip hop, pop, R&B;0.75;8;-5.153
Houston;I Like That;236520;2004;106.997;hip hop, pop;0.502;10;-3.925
Jason Derulo;Talk Dirty (feat. 2 Chainz);177685;2013;100.315;hip hop, pop;0.652;6;-7.321
Jordin Sparks;Tattoo;233466;2007;168.005;pop, R&B;0.766;2;-5.036
Rihanna;SOS;238920;2006;137.046;hip hop, pop, R&B;0.671;7;-4.905
Ne-Yo;So Sick;207186;2006;92.791;pop, R&B;0.574;6;-8.336
alt-J;Breezeblocks;227080;2012;150.071;rock;0.656;5;-7.298
Reik;Me Niego (feat. Ozuna & Wisin);221653;2018;94.023;pop, latin;0.779;0;-4.449
One Direction;What Makes You Beautiful;199986;2012;124.99;pop;0.787;4;-2.494
Counting Crows;Big Yellow Taxi;225426;2003;88.029;rock, pop;0.873;8;-4.315
Marshmello;Spotlight;177600;2018;150.06;pop, Dance/Electronic;0.822;7;-4.483
G.R.L.;Ugly Heart;198306;2014;124.96;pop;0.786;9;-5.488
Adele;Rumour Has It;223266;2011;120.052;pop, R&B;0.748;0;-5.014
Alex Gaudino;Destination Calabria - Radio Edit;223111;2007;128.016;Dance/Electronic;0.954;2;-4.804
Nicki Minaj;Starships;210626;2012;125.008;hip hop, pop;0.716;11;-2.457
Paulo Londra;Adan y Eva;256971;2019;171.993;hip hop, latin, Dance/Electronic;0.709;1;-4.47
Michel Teló;Ai Se Eu Te Pego - Live;166866;2012;96.055;country, latin;0.935;11;-4.55
Five;Let's Dance - Radio Edit;218626;2001;118.007;pop;0.821;4;-7.853
Gwen Stefani;Cool;189333;2004;112.019;pop, R&B;0.721;2;-3.52
Jax Jones;You Don't Know Me - Radio Edit;213946;2016;124.007;hip hop, pop, Dance/Electronic;0.669;11;-6.054
The All-American Rejects;Dirty Little Secret;193653;2005;143.853;rock, pop;0.955;10;-4.253
JUVENILE;Slow Motion;248200;2003;172.872;hip hop, pop;0.734;0;-4.894
David Archuleta;Crush;213520;2008;162.084;pop;0.664;0;-4.718
Swedish House Mafia;Don't You Worry Child - Radio Edit;212862;2012;129.042;pop, Dance/Electronic;0.84;11;-3.145
Christina Aguilera;Come on over Baby (All I Want Is You) - Radio Version;203333;1999;118.903;pop;0.915;8;-3.205
Alessia Cara;Scars To Your Beautiful;230226;2016;194.169;pop, R&B;0.739;0;-5.74
DJ Khaled;I'm On One;296146;2011;149.33;hip hop, pop;0.807;11;-3.499
Post Malone;rockstar (feat. 21 Savage);218146;2018;159.801;hip hop;0.52;5;-6.136
Bow Wow;Like You (feat. Ciara);205840;2005;82.017;hip hop, pop, R&B;0.6;6;-8.365
Gym Class Heroes;Cupid's Chokehold / Breakfast in America - Radio Mix;237173;2007;79.702;hip hop, pop;0.681;1;-5.084
Calvin Harris;I'm Not Alone - Radio Edit;210973;2009;130.99;hip hop, pop, Dance/Electronic;0.684;7;-6.614
Kid Ink;Show Me (feat. Chris Brown);217800;2014;98.098;hip hop, pop;0.508;7;-7.299
Eminem;"Lose Yourself - From ""8 Mile"" Soundtrack";322226;2004;171.355;hip hop;0.735;2;-4.616
X Ambassadors;Renegades;195200;2015;90.052;hip hop, rock, pop;0.862;2;-6.003
Gareth Gates;Unchained Melody;233666;2003;106.52;pop;0.426;10;-8.049
Flo Rida;Wild Ones (feat. Sia);232946;2012;127.075;hip hop, pop;0.86;5;-5.324
Katy Perry;Roar;223546;2013;179.984;pop;0.772;7;-4.821
Becky G;Sin Pijama;188560;2018;94.014;pop, latin;0.745;11;-3.695
Drake;Money In The Grave (Drake ft. Rick Ross);205426;2019;100.541;hip hop, pop, R&B;0.502;10;-4.045
LL Cool J;Control Myself;233973;2006;120.066;hip hop, pop, R&B;0.876;10;-6.556
Twenty One Pilots;Stressed Out;202333;2015;169.977;rock;0.637;4;-5.677
Eminem;Without Me;290320;2002;112.238;hip hop;0.669;7;-2.827
Miguel;Sure Thing;195373;2010;81.001;pop, R&B;0.607;11;-8.127
Selena Gomez;The Heart Wants What It Wants;227373;2014;83.066;pop;0.789;7;-4.874
JLS;Beat Again - Radio Edit;196640;2009;120.02;pop;0.93;11;-4.577
Eminem;Crack A Bottle;297520;2009;169.561;hip hop;0.874;9;-2.571
Jax Jones;Breathe;207629;2017;125.985;hip hop, pop, Dance/Electronic;0.744;11;-5.52
Eminem;Mockingbird;250760;2004;84.039;hip hop;0.678;0;-3.798
Edward Maya;Stereo Love - Radio Edit;184573;2010;127.041;pop;0.783;1;-3.896
Rihanna;What's My Name?;263173;2010;100.025;hip hop, pop, R&B;0.786;2;-2.959
Clean Bandit;Rather Be (feat. Jess Glynne);227833;2014;120.97;pop, Dance/Electronic;0.586;11;-6.735
Ozuna;Vaina Loca;176133;2018;93.982;latin;0.805;6;-4.249
Fabolous;Can't Let You Go (feat. Mike Shorey & Lil' Mo);223973;2003;192.082;hip hop, pop, R&B;0.6;9;-6.569
Gwen Stefani;Hollaback Girl;199853;2004;110.007;pop, R&B;0.916;10;-2.221
Shop Boyz;Party Like A Rock Star;253400;2007;144.972;hip hop, pop;0.709;7;-4.633
Rihanna;Diamonds;225146;2012;91.972;hip hop, pop, R&B;0.71;11;-4.92
Calvin Harris;Under Control (feat. Hurts);184280;2014;126.094;hip hop, pop, Dance/Electronic;0.915;8;-3.405
Girls Aloud;Love Machine;205360;2004;116.02;pop, Dance/Electronic;0.95;7;-4.21
5 Seconds of Summer;Youngblood;203417;2018;120.274;pop;0.854;7;-5.114
Post Malone;Sunflower - Spider-Man: Into the Spider-Verse;157560;2019;89.96;hip hop;0.522;2;-4.368
Martin Garrix;Animals - Radio Edit;176117;2013;128.015;pop, Dance/Electronic;0.914;1;-5.351
Calvin Harris;Let's Go (feat. Ne-Yo);232800;2012;128.016;hip hop, pop, Dance/Electronic;0.882;4;-2.932
Jack White;Another Way to Die;262240;2007;141.933;rock, blues;0.765;4;-4.23
Ariana Grande;Love Me Harder;236133;2014;98.992;pop;0.714;1;-4.389
Jordin Sparks;Battlefield;241920;2009;144.953;pop, R&B;0.634;2;-3.472
Drake;Best I Ever Had;258760;2010;162.161;hip hop, pop, R&B;0.894;5;-2.673
Linkin Park;What I've Done;205613;2007;120.119;rock, metal;0.93;5;-5.285
Jason Derulo;Don't Wanna Go Home;206080;2011;121.956;hip hop, pop;0.808;2;-4.861
BLACKPINK;Kill This Love;189052;2019;131.98;pop;0.861;2;-4.141
Tame Impala;The Less I Know The Better;216320;2015;116.879;metal;0.74;4;-4.083
Pitbull;International Love (feat. Chris Brown);227280;2011;120.05;hip hop, pop, latin;0.855;0;-3.035
Meek Mill;All Eyes on You (feat. Chris Brown & Nicki Minaj);223973;2015;77.521;hip hop, pop;0.658;11;-5.288
Black Eyed Peas;Boom Boom Pow;251440;2009;130.048;hip hop, pop;0.857;9;-5.892
Taylor Swift;I Knew You Were Trouble.;219720;2012;77.019;pop;0.469;3;-6.798
Missy Elliott;Gossip Folks (feat. Ludacris);234893;2002;121.732;hip hop, pop, R&B;0.538;0;-5.264
Jibbs;Chain Hang Low;207586;2006;157.147;hip hop, pop;0.589;4;-6.869
Owl City;Fireflies;228346;2009;180.114;rock, pop;0.662;3;-6.797
Ariana Grande;Problem;193920;2014;103.008;pop;0.805;1;-5.352
Regard;Ride It;157605;2019;117.948;pop, Dance/Electronic;0.751;7;-4.258
Kygo;It Ain't Me (with Selena Gomez);220780;2017;99.968;pop, Dance/Electronic;0.533;0;-6.596
XXXTENTACION;Moonlight;135090;2018;128.009;hip hop;0.537;9;-5.723
JAY-Z;Holy Grail;338413;2013;145.082;hip hop;0.534;2;-6.901
Jax Jones;All Day And Night;169303;2019;121.908;hip hop, pop, Dance/Electronic;0.782;1;-4.101
Will Young;Leave Right Now;214733;2003;81.931;pop;0.445;6;-8.674
David Guetta;Who's That Chick? (feat. Rihanna);201040;2010;127.938;hip hop, pop, Dance/Electronic;0.602;11;-4.733
Unk;Walk It Out;173040;2013;160.022;hip hop, pop;0.777;1;-3.696
Leona Lewis;Run;314720;2007;142.365;pop, R&B;0.462;5;-6.166
Lauv;I Like Me Better;197436;2018;91.97;pop, Dance/Electronic;0.505;9;-7.621
Avicii;Lonely Together (feat. Rita Ora);181812;2017;102.977;pop, Dance/Electronic;0.666;5;-5.309
Erykah Badu;Bag Lady;348893;2000;151.181;hip hop, R&B;0.416;5;-8.964
Eminem;We Made You;269613;2009;114.003;hip hop;0.853;2;-1.203
Kendrick Lamar;All The Stars (with SZA);232186;2018;96.924;hip hop;0.633;8;-4.946
Halsey;Bad At Love;181279;2017;118.384;pop, Dance/Electronic;0.751;0;-3.539
50 Cent;P.I.M.P.;249480;2003;84.722;hip hop, pop;0.772;10;-3.024
Kanye West;Love Lockdown;270306;2008;119.603;hip hop;0.524;1;-7.67
N.O.R.E.;Nothin';264653;2002;97.035;hip hop, pop;0.863;3;-6.118
Anne-Marie;2002;186986;2018;96.133;pop, Dance/Electronic;0.683;1;-2.881
Infernal;From Paris to Berlin;209666;2004;126.069;pop;0.869;9;-6.534
Ashanti;Foolish;227386;2002;90.119;hip hop, pop, R&B;0.695;0;-5.763
*NSYNC;Bye Bye Bye;200560;2000;172.656;pop;0.928;8;-4.806
Huey;Pop, Lock & Drop It - Video Edit;261026;2006;144.09;hip hop, pop;0.644;11;-6.863
Kanye West;Stronger;311866;2007;103.992;hip hop;0.717;10;-7.858
Moloko;The Time Is Now;318280;2000;127.962;pop, Dance/Electronic;0.743;9;-10.644
Mariah Carey;Obsessed;242200;2009;86.443;pop, R&B;0.468;10;-5.557
Kylie Minogue;In Your Eyes;197826;2001;123.971;pop, Dance/Electronic;0.894;6;-6.342
Ciara;Like a Boy;237053;2006;132.035;pop, R&B;0.724;0;-5.751
Kesha;Die Young;211920;2012;128.001;pop, Dance/Electronic;0.7;1;-4.805
Christina Aguilera;"Lady Marmalade - From ""Moulin Rouge"" Soundtrack";264893;2001;109.919;pop;0.801;5;-3.769
Logic;Everyday;204746;2018;149.908;hip hop, pop;0.741;1;-4.099
Jack Ü;Where Are Ü Now (with Justin Bieber);250285;2015;139.432;pop, Dance/Electronic;0.781;4;-4.038
Drake;I'm Upset;214466;2018;150.002;hip hop, pop, R&B;0.586;11;-7.866
Drake;Hotline Bling;267066;2016;134.966;hip hop, pop, R&B;0.628;2;-7.863
David Guetta;Memories (feat. Kid Cudi);210853;2010;129.983;hip hop, pop, Dance/Electronic;0.916;8;-3.932
Musiq Soulchild;Halfcrazy;254493;2002;101.955;pop, R&B;0.77;11;-6.057
Matt Cardle;When We Collide;226000;2011;81.986;pop;0.683;2;-5.521
Donell Jones;"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)";243733;1999;103.032;pop, R&B;0.543;8;-6.166
Diddy;Come to Me (feat. Nicole Scherzinger);276786;2006;96.998;hip hop, pop;0.485;6;-6.45
DJ Khaled;Wild Thoughts (feat. Rihanna & Bryson Tiller);204173;2017;97.979;hip hop, pop;0.672;0;-3.094
Fetty Wap;Trap Queen;222093;2015;148.075;hip hop, pop;0.873;7;-3.803
BTS;Boy With Luv (feat. Halsey);229773;2019;119.991;pop;0.862;11;-4.757
